index,Country,NBT Name/Title,NBT Text,index,Country,Number ,Type,Mitigation or adaptation,NDC Target Text,generated_sample
9,Belize,TARGET B5,"By 2025, Belize is addressing its trans-boundary issues, with 20% reduction in terrestrial impacts and 50% reduction in illegal fishing from trans-boundary incursions.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
10,Belize,TARGET A4,"By 2020, 100% of relevant Government, 75% of civil society and 50% of the general public in Belize have increased awareness and appreciation of biodiversity and demonstrate active good stewardship.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
11,Belize,TARGET B6,"By 2018, Belize has a strengthened system in place for early detection and effective management of invasive species.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
12,Belize,GOAL C (PROTECTION),Functional ecosystems and viable populations of Belizes biodiversity are maintained and strengthened,70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
13,Belize,TARGET C1,"By 2030, Belizes natural landscapes and seascapes are all functional and build biodiversity resilience to climate change.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
14,Belize,TARGET C2,"By 2020, three key corridors identified under the National Protected Areas Policy and System Plan are physically and legally established, and effectively managed.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
15,Belize,TARGET C3,"Between 2016 and 2030, no species will become functionally extinct in Belize.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
16,Belize,TARGET C4,"By 2020, average management effectiveness of the National Protected Areas System has increased to 80%.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
17,Belize,TARGET C5,"By 2020, Belize is implementing a biosafety policy that safeguards against large-scale loss of biological integrity.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
18,Belize,GOAL D (BENEFITS),"Strengthened provision of ecosystem services, ecosystem-based management and the equitable sharing of benefits from biodiversity.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
19,Belize,TARGET D1,"By 2025, key ecosystem services are sustainably managed and resilient to threats.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
20,Belize,TARGET D2,"By 2025, access to genetic resources and associated traditional knowledge is regulated and benefits arising from utilization are shared in a fair and equitable manner.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
21,Belize,GOAL E (IMPLEMENTATION),"The National Biodiversity Strategy and Action Plan is implemented effectively through capacity building, informed strategic decision making and integrated public participation.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
22,Belize,TARGET E1,"By 2020, all relevant government Ministries, 75% of relevant civil society, and 25% of the private sector and general public are effectively involved in the implementation of the NBSAP.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
23,Belize,TARGET E2,"By 2020, accurate and current data on Belize's natural resources and environmental services informs relevant national development decisions.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
24,Belize,TARGET E3,"By 2020, Belize's NBSAP is being implemented effectively, monitored and evaluated, and achieving desired outcomes.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
0,Belize,GOAL A (MAINSTREAMING),"Improved environmental stewardship is demonstrated across all society in Belize, with an understanding and appreciation of marine, freshwater and terrestrial biodiversity, its benefits and values.",71,Belize,7.2.4 Human health,Action,Adaptation,Facilitate investment in health infrastructure based on findings of sector vulnerability assessment,#No.
