index,Country,NBT Name/Title,NBT Text,Unnamed: 3,Unnamed: 4,index,Country,Theme,Mitigation and Adaptation Component,Mitigation and Adaptation Component Text,generated_sample,0.020030234
1296,Costa Rica,M.79.,"By 2020, 30 community-based adaptation pilot projects will have been developed.",,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
1297,Costa Rica,M.80.,"By 2020, the practices of indigenous peoples and local communities will be systematized to strengthen their adaptive capacity in the face of climate change.",,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
1298,Costa Rica,M.81.,"By 2020, 12 marine SICOs (Acronym in Spanish) will be attended and technical studies requested by the Biodiversity Law will be available.",,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
1299,Costa Rica,M.82.,"As of 2018, the number of communities under some governance model for the protection and management of marine areas and responsible fishing increases.",,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
1300,Costa Rica,M.83.,"By 2017, a working platform will be established between national bodies involved in biodiversity information management.",,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
1301,Costa Rica,M.84.,"By 2020, there will be an inventory of wetlands and assessment of their condition articulated in a platform.",,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
1302,Costa Rica,M.85.,Develop a single national species register that is updated at least annually.,,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
1303,Costa Rica,M.86.,Complete the register of systematized collections (ex situ and in situ).,,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
1304,Costa Rica,M.87.,"By 2018, there will be at least one new knowledge systematization mechanism established and articulated with the existing ones (SINAC, CONAGEBIO and Sustainable Production - MAG).",,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
1305,Costa Rica,M.88.,"By 2020, there will be at least one systematization of good practices on indigenous knowledge for the conservation and sustainable use of biodiversity for each of the eight indigenous peoples.",,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
1306,Costa Rica,M.89.,"By 2018, there will be at least one monitoring protocol defined per taxon/species.",,,66,Costa Rica,Adaptation,Target 12.1.,"As of 2026, a study has been carried out on the impacts of climate change on agricultural and fishing production systems, including effects on agricultural health, and the results are shared in a manner appropriate to the realities and worldviews of the different communities.",#No.,
